agent_case_events~tenant_isolation_agent_case_events_select~SELECT~(organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids))~
agent_cases~tenant_isolation_agent_cases_all~ALL~(organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids))~(organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids))
agent_inbox_items~tenant_isolation_agent_inbox_items_all~ALL~(organization_id IN ( SELECT fn_user_org_ids.fn_user_org_ids
   FROM fn_user_org_ids() fn_user_org_ids(fn_user_org_ids)))~(organization_id IN ( SELECT fn_user_org_ids.fn_user_org_ids
   FROM fn_user_org_ids() fn_user_org_ids(fn_user_org_ids)))
ai_agent_runs~tenant_isolation_ai_agent_runs_all~ALL~(organization_id IN ( SELECT fn_user_org_ids.fn_user_org_ids
   FROM fn_user_org_ids() fn_user_org_ids(fn_user_org_ids)))~(organization_id IN ( SELECT fn_user_org_ids.fn_user_org_ids
   FROM fn_user_org_ids() fn_user_org_ids(fn_user_org_ids)))
ai_agent_versions~tenant_isolation_ai_agent_versions_select~SELECT~(organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids))~
ai_agent_versions~tenant_isolation_ai_agent_versions_write~ALL~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'admin'::text))~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'admin'::text))
ai_faq_items~ai_faq_items_select~SELECT~(organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids))~
ai_faq_items~ai_faq_items_write~ALL~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'manager'::text))~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'manager'::text))
ai_provider_credentials~tenant_isolation_ai_provider_credentials_write~ALL~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'admin'::text))~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'admin'::text))
ai_purpose_bindings~tenant_isolation_ai_purpose_bindings_select~SELECT~(organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids))~
ai_purpose_bindings~tenant_isolation_ai_purpose_bindings_write~ALL~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'admin'::text))~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'admin'::text))
ai_router_decisions~tenant_isolation_ai_router_decisions_all~ALL~(organization_id IN ( SELECT fn_user_org_ids.fn_user_org_ids
   FROM fn_user_org_ids() fn_user_org_ids(fn_user_org_ids)))~(organization_id IN ( SELECT fn_user_org_ids.fn_user_org_ids
   FROM fn_user_org_ids() fn_user_org_ids(fn_user_org_ids)))
ai_router_members~tenant_isolation_ai_router_members_select~SELECT~(organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids))~
ai_router_members~tenant_isolation_ai_router_members_write~ALL~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'admin'::text))~((organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids)) AND fn_role_at_least(organization_id, 'admin'::text))
ai_routers~tenant_isolation_ai_routers_select~SELECT~(organization_id IN ( SELECT fn_user_org_ids() AS fn_user_org_ids))~
